"name","state","party","year"
"Steven Symms","Idaho","Republican","1982"
"Steven Symms","Idaho","Republican","1983"
"Steven Symms","Idaho","Republican","1984"
"Steven Symms","Idaho","Republican","1985"
"Kingsley A. Taft","Ohio","Republican","1946"
"Kingsley A. Taft","Ohio","Republican","1947"
"Robert A. Taft","Ohio","Republican","1945"
"Robert A. Taft","Ohio","Republican","1946"
"Robert A. Taft","Ohio","Republican","1947"
"Robert A. Taft","Ohio","Republican","1948"
"Robert A. Taft","Ohio","Republican","1949"
"Robert A. Taft","Ohio","Republican","1950"
"Robert A. Taft","Ohio","Republican","1951"
"Robert A. Taft","Ohio","Republican","1952"
"Robert A. Taft","Ohio","Republican","1953"
"Robert Taft Jr.","Ohio","Republican","1971"
"Robert Taft Jr.","Ohio","Republican","1972"
"Robert Taft Jr.","Ohio","Republican","1973"
"Robert Taft Jr.","Ohio","Republican","1974"
"Robert Taft Jr.","Ohio","Republican","1975"
"Robert Taft Jr.","Ohio","Republican","1976"
"Herman Talmadge","Georgia","Democratic","1957"
"Herman Talmadge","Georgia","Democratic","1958"
"Herman Talmadge","Georgia","Democratic","1959"
"Herman Talmadge","Georgia","Democratic","1960"
"Herman Talmadge","Georgia","Democratic","1961"
"Herman Talmadge","Georgia","Democratic","1962"
"Herman Talmadge","Georgia","Democratic","1963"
"Herman Talmadge","Georgia","Democratic","1964"
"Herman Talmadge","Georgia","Democratic","1965"
"Herman Talmadge","Georgia","Democratic","1966"
"Herman Talmadge","Georgia","Democratic","1967"
"Herman Talmadge","Georgia","Democratic","1968"
"Herman Talmadge","Georgia","Democratic","1969"
"Herman Talmadge","Georgia","Democratic","1970"
"Herman Talmadge","Georgia","Democratic","1971"
"Herman Talmadge","Georgia","Democratic","1972"
"Herman Talmadge","Georgia","Democratic","1973"
"Herman Talmadge","Georgia","Democratic","1974"
"Herman Talmadge","Georgia","Democratic","1975"
"Herman Talmadge","Georgia","Democratic","1976"
"Herman Talmadge","Georgia","Democratic","1977"
"Herman Talmadge","Georgia","Democratic","1978"
"Herman Talmadge","Georgia","Democratic","1979"
"Herman Talmadge","Georgia","Democratic","1980"
"Herman Talmadge","Georgia","Democratic","1981"
"Glen H. Taylor","Idaho","Democratic","1945"
"Glen H. Taylor","Idaho","Democratic","1946"
"Glen H. Taylor","Idaho","Democratic","1947"
"Glen H. Taylor","Idaho","Democratic","1948"
"Glen H. Taylor","Idaho","Democratic","1949"
"Glen H. Taylor","Idaho","Democratic","1950"
"Glen H. Taylor","Idaho","Democratic","1951"
"Elbert D. Thomas","Utah","Democratic","1945"
"Elbert D. Thomas","Utah","Democratic","1946"
"Elbert D. Thomas","Utah","Democratic","1947"
"Elbert D. Thomas","Utah","Democratic","1948"
"Elbert D. Thomas","Utah","Democratic","1949"
"Elbert D. Thomas","Utah","Democratic","1950"
"Elbert D. Thomas","Utah","Democratic","1951"
"John W. Thomas","Idaho","Republican","1945"
"J. W. Elmer Thomas","Oklahoma","Democratic","1945"
"J. W. Elmer Thomas","Oklahoma","Democratic","1946"
"J. W. Elmer Thomas","Oklahoma","Democratic","1947"
"J. W. Elmer Thomas","Oklahoma","Democratic","1948"
"J. W. Elmer Thomas","Oklahoma","Democratic","1949"
"J. W. Elmer Thomas","Oklahoma","Democratic","1950"
"J. W. Elmer Thomas","Oklahoma","Democratic","1951"
"Strom Thurmond","South Carolina","Democratic","1954"
"Strom Thurmond","South Carolina","Democratic","1955"
"Strom Thurmond","South Carolina","Democratic","1956"
"Strom Thurmond","South Carolina","Democratic","1956"
"Strom Thurmond","South Carolina","Democratic","1957"
"Strom Thurmond","South Carolina","Democratic","1958"
"Strom Thurmond","South Carolina","Democratic","1959"
"Strom Thurmond","South Carolina","Democratic","1960"
"Strom Thurmond","South Carolina","Democratic","1961"
"Strom Thurmond","South Carolina","Democratic","1962"
"Strom Thurmond","South Carolina","Democratic","1963"
"Strom Thurmond","South Carolina","Democratic","1964"
"Strom Thurmond","South Carolina","Democratic","1964"
"Strom Thurmond","South Carolina","Democratic","1965"
"Strom Thurmond","South Carolina","Democratic","1966"
"Strom Thurmond","South Carolina","Democratic","1967"
"Strom Thurmond","South Carolina","Democratic","1968"
"Strom Thurmond","South Carolina","Democratic","1969"
"Strom Thurmond","South Carolina","Democratic","1970"
"Strom Thurmond","South Carolina","Democratic","1971"
"Strom Thurmond","South Carolina","Democratic","1972"
"Strom Thurmond","South Carolina","Democratic","1973"
"Strom Thurmond","South Carolina","Democratic","1974"
"Strom Thurmond","South Carolina","Democratic","1975"
"Strom Thurmond","South Carolina","Democratic","1976"
"Strom Thurmond","South Carolina","Democratic","1977"
"Strom Thurmond","South Carolina","Democratic","1978"
"Strom Thurmond","South Carolina","Democratic","1979"
"Strom Thurmond","South Carolina","Democratic","1980"
"Strom Thurmond","South Carolina","Democratic","1981"
"Strom Thurmond","South Carolina","Democratic","1982"
"Strom Thurmond","South Carolina","Democratic","1983"
"Strom Thurmond","South Carolina","Democratic","1984"
"Strom Thurmond","South Carolina","Democratic","1985"
"Edward John Thye","Minnesota","Republican","1947"
"Edward John Thye","Minnesota","Republican","1948"
"Edward John Thye","Minnesota","Republican","1949"
"Edward John Thye","Minnesota","Republican","1950"
"Edward John Thye","Minnesota","Republican","1951"
"Edward John Thye","Minnesota","Republican","1952"
"Edward John Thye","Minnesota","Republican","1953"
"Edward John Thye","Minnesota","Republican","1954"
"Edward John Thye","Minnesota","Republican","1955"
"Edward John Thye","Minnesota","Republican","1956"
"Edward John Thye","Minnesota","Republican","1957"
"Edward John Thye","Minnesota","Republican","1958"
"Edward John Thye","Minnesota","Republican","1959"
"Charles W. Tobey","New Hampshire","Republican","1945"
"Charles W. Tobey","New Hampshire","Republican","1946"
"Charles W. Tobey","New Hampshire","Republican","1947"
"Charles W. Tobey","New Hampshire","Republican","1948"
"Charles W. Tobey","New Hampshire","Republican","1949"
"Charles W. Tobey","New Hampshire","Republican","1950"
"Charles W. Tobey","New Hampshire","Republican","1951"
"Charles W. Tobey","New Hampshire","Republican","1952"
"Charles W. Tobey","New Hampshire","Republican","1953"
"John Tower","Texas","Republican","1961"
"John Tower","Texas","Republican","1962"
"John Tower","Texas","Republican","1963"
"John Tower","Texas","Republican","1964"
"John Tower","Texas","Republican","1965"
"John Tower","Texas","Republican","1966"
"John Tower","Texas","Republican","1967"
"John Tower","Texas","Republican","1968"
"John Tower","Texas","Republican","1969"
"John Tower","Texas","Republican","1970"
"John Tower","Texas","Republican","1971"
"John Tower","Texas","Republican","1972"
"John Tower","Texas","Republican","1973"
"John Tower","Texas","Republican","1974"
"John Tower","Texas","Republican","1975"
"John Tower","Texas","Republican","1976"
"John Tower","Texas","Republican","1977"
"John Tower","Texas","Republican","1978"
"John Tower","Texas","Republican","1979"
"John Tower","Texas","Republican","1980"
"John Tower","Texas","Republican","1981"
"John Tower","Texas","Republican","1982"
"John Tower","Texas","Republican","1983"
"John Tower","Texas","Republican","1984"
"John Tower","Texas","Republican","1985"
"Paul Trible","Virginia","Republican","1983"
"Paul Trible","Virginia","Republican","1984"
"Paul Trible","Virginia","Republican","1985"
"Harry S. Truman","Missouri","Democratic","1945"
"Paul Tsongas","Massachusetts","Democratic","1979"
"Paul Tsongas","Massachusetts","Democratic","1980"
"Paul Tsongas","Massachusetts","Democratic","1981"
"Paul Tsongas","Massachusetts","Democratic","1982"
"Paul Tsongas","Massachusetts","Democratic","1983"
"Paul Tsongas","Massachusetts","Democratic","1984"
"Paul Tsongas","Massachusetts","Democratic","1985"
"James M. Tunnell","Delaware","Democratic","1945"
"James M. Tunnell","Delaware","Democratic","1946"
"James M. Tunnell","Delaware","Democratic","1947"
"John V. Tunney","California","Democratic","1971"
"John V. Tunney","California","Democratic","1972"
"John V. Tunney","California","Democratic","1973"
"John V. Tunney","California","Democratic","1974"
"John V. Tunney","California","Democratic","1975"
"John V. Tunney","California","Democratic","1976"
"John V. Tunney","California","Democratic","1977"
"Joseph Tydings","Maryland","Democratic","1965"
"Joseph Tydings","Maryland","Democratic","1966"
"Joseph Tydings","Maryland","Democratic","1967"
"Joseph Tydings","Maryland","Democratic","1968"
"Joseph Tydings","Maryland","Democratic","1969"
"Joseph Tydings","Maryland","Democratic","1970"
"Joseph Tydings","Maryland","Democratic","1971"
"Millard Tydings","Maryland","Democratic","1945"
"Millard Tydings","Maryland","Democratic","1946"
"Millard Tydings","Maryland","Democratic","1947"
"Millard Tydings","Maryland","Democratic","1948"
"Millard Tydings","Maryland","Democratic","1949"
"Millard Tydings","Maryland","Democratic","1950"
"Millard Tydings","Maryland","Democratic","1951"
"William B. Umstead","North Carolina","Democratic","1946"
"William B. Umstead","North Carolina","Democratic","1947"
"William B. Umstead","North Carolina","Democratic","1948"
"Thomas R. Underwood","Kentucky","Democratic","1951"
"Thomas R. Underwood","Kentucky","Democratic","1952"
"Robert W. Upton","New Hampshire","Republican","1953"
"Robert W. Upton","New Hampshire","Republican","1954"
"Arthur H. Vandenberg","Michigan","Republican","1945"
"Arthur H. Vandenberg","Michigan","Republican","1946"
"Arthur H. Vandenberg","Michigan","Republican","1947"
"Arthur H. Vandenberg","Michigan","Republican","1948"
"Arthur H. Vandenberg","Michigan","Republican","1949"
"Arthur H. Vandenberg","Michigan","Republican","1950"
"Arthur H. Vandenberg","Michigan","Republican","1951"
"Robert F. Wagner","New York","Democratic","1945"
"Robert F. Wagner","New York","Democratic","1946"
"Robert F. Wagner","New York","Democratic","1947"
"Robert F. Wagner","New York","Democratic","1948"
"Robert F. Wagner","New York","Democratic","1949"
"Monrad Wallgren","Washington","Democratic","1945"
"Malcolm Wallop","Wyoming","Republican","1977"
"Malcolm Wallop","Wyoming","Republican","1978"
"Malcolm Wallop","Wyoming","Republican","1979"
"Malcolm Wallop","Wyoming","Republican","1980"
"Malcolm Wallop","Wyoming","Republican","1981"
"Malcolm Wallop","Wyoming","Republican","1982"
"Malcolm Wallop","Wyoming","Republican","1983"
"Malcolm Wallop","Wyoming","Republican","1984"
"Malcolm Wallop","Wyoming","Republican","1985"
"David I. Walsh","Massachusetts","Democratic","1945"
"David I. Walsh","Massachusetts","Democratic","1946"
"David I. Walsh","Massachusetts","Democratic","1947"
"Herbert S. Walters","Tennessee","Democratic","1963"
"Herbert S. Walters","Tennessee","Democratic","1964"
"John Warner","Virginia","Republican","1979"
"John Warner","Virginia","Republican","1980"
"John Warner","Virginia","Republican","1981"
"John Warner","Virginia","Republican","1982"
"John Warner","Virginia","Republican","1983"
"John Warner","Virginia","Republican","1984"
"John Warner","Virginia","Republican","1985"
"Arthur V. Watkins","Utah","Republican","1947"
"Arthur V. Watkins","Utah","Republican","1948"
"Arthur V. Watkins","Utah","Republican","1949"
"Arthur V. Watkins","Utah","Republican","1950"
"Arthur V. Watkins","Utah","Republican","1951"
"Arthur V. Watkins","Utah","Republican","1952"
"Arthur V. Watkins","Utah","Republican","1953"
"Arthur V. Watkins","Utah","Republican","1954"
"Arthur V. Watkins","Utah","Republican","1955"
"Arthur V. Watkins","Utah","Republican","1956"
"Arthur V. Watkins","Utah","Republican","1957"
"Arthur V. Watkins","Utah","Republican","1958"
"Arthur V. Watkins","Utah","Republican","1959"
"Lowell Weicker","Connecticut","Republican","1971"
"Lowell Weicker","Connecticut","Republican","1972"
"Lowell Weicker","Connecticut","Republican","1973"
"Lowell Weicker","Connecticut","Republican","1974"
"Lowell Weicker","Connecticut","Republican","1975"
"Lowell Weicker","Connecticut","Republican","1976"
"Lowell Weicker","Connecticut","Republican","1977"
"Lowell Weicker","Connecticut","Republican","1978"
"Lowell Weicker","Connecticut","Republican","1979"
"Lowell Weicker","Connecticut","Republican","1980"
"Lowell Weicker","Connecticut","Republican","1981"
"Lowell Weicker","Connecticut","Republican","1982"
"Lowell Weicker","Connecticut","Republican","1983"
"Lowell Weicker","Connecticut","Republican","1984"
"Lowell Weicker","Connecticut","Republican","1985"
"Herman Welker","Idaho","Republican","1951"
"Herman Welker","Idaho","Republican","1952"
"Herman Welker","Idaho","Republican","1953"
"Herman Welker","Idaho","Republican","1954"
"Herman Welker","Idaho","Republican","1955"
"Herman Welker","Idaho","Republican","1956"
"Herman Welker","Idaho","Republican","1957"
"Burton K. Wheeler","Montana","Democratic","1945"
"Burton K. Wheeler","Montana","Democratic","1946"
"Burton K. Wheeler","Montana","Democratic","1947"
"Kenneth S. Wherry","Nebraska","Republican","1945"
"Kenneth S. Wherry","Nebraska","Republican","1946"
"Kenneth S. Wherry","Nebraska","Republican","1947"
"Kenneth S. Wherry","Nebraska","Republican","1948"
"Kenneth S. Wherry","Nebraska","Republican","1949"
"Kenneth S. Wherry","Nebraska","Republican","1950"
"Kenneth S. Wherry","Nebraska","Republican","1951"
"Wallace H. White Jr.","Maine","Republican","1945"
"Wallace H. White Jr.","Maine","Republican","1946"
"Wallace H. White Jr.","Maine","Republican","1947"
"Wallace H. White Jr.","Maine","Republican","1948"
"Wallace H. White Jr.","Maine","Republican","1949"
"Alexander Wiley","Wisconsin","Republican","1945"
"Alexander Wiley","Wisconsin","Republican","1946"
"Alexander Wiley","Wisconsin","Republican","1947"
"Alexander Wiley","Wisconsin","Republican","1948"
"Alexander Wiley","Wisconsin","Republican","1949"
"Alexander Wiley","Wisconsin","Republican","1950"
"Alexander Wiley","Wisconsin","Republican","1951"
"Alexander Wiley","Wisconsin","Republican","1952"
"Alexander Wiley","Wisconsin","Republican","1953"
"Alexander Wiley","Wisconsin","Republican","1954"
"Alexander Wiley","Wisconsin","Republican","1955"
"Alexander Wiley","Wisconsin","Republican","1956"
"Alexander Wiley","Wisconsin","Republican","1957"
"Alexander Wiley","Wisconsin","Republican","1958"
"Alexander Wiley","Wisconsin","Republican","1959"
"Alexander Wiley","Wisconsin","Republican","1960"
"Alexander Wiley","Wisconsin","Republican","1961"
"Alexander Wiley","Wisconsin","Republican","1962"
"Alexander Wiley","Wisconsin","Republican","1963"
"Harrison A. Williams","New Jersey","Democratic","1959"
"Harrison A. Williams","New Jersey","Democratic","1960"
"Harrison A. Williams","New Jersey","Democratic","1961"
"Harrison A. Williams","New Jersey","Democratic","1962"
"Harrison A. Williams","New Jersey","Democratic","1963"
"Harrison A. Williams","New Jersey","Democratic","1964"
"Harrison A. Williams","New Jersey","Democratic","1965"
"Harrison A. Williams","New Jersey","Democratic","1966"
"Harrison A. Williams","New Jersey","Democratic","1967"
"Harrison A. Williams","New Jersey","Democratic","1968"
"Harrison A. Williams","New Jersey","Democratic","1969"
"Harrison A. Williams","New Jersey","Democratic","1970"
"Harrison A. Williams","New Jersey","Democratic","1971"
"Harrison A. Williams","New Jersey","Democratic","1972"
"Harrison A. Williams","New Jersey","Democratic","1973"
"Harrison A. Williams","New Jersey","Democratic","1974"
"Harrison A. Williams","New Jersey","Democratic","1975"
"Harrison A. Williams","New Jersey","Democratic","1976"
"Harrison A. Williams","New Jersey","Democratic","1977"
"Harrison A. Williams","New Jersey","Democratic","1978"
"Harrison A. Williams","New Jersey","Democratic","1979"
"Harrison A. Williams","New Jersey","Democratic","1980"
"Harrison A. Williams","New Jersey","Democratic","1981"
"Harrison A. Williams","New Jersey","Democratic","1982"
"John J. Williams","Delaware","Republican","1947"
